Time,Xout,Yout,Zout
13:06:23,0.0,0.0,0.0
13:06:24,-1.81640625,6.560546875,3.896484375
13:06:25,-1.81640625,6.552734375,3.9296875
13:06:26,8.421875,15.99951171875,3.677734375
13:06:27,-11.98046875,15.99951171875,1.671875
13:06:28,-10.91015625,2.958984375,11.94140625
13:06:29,-0.994140625,7.44140625,2.576171875
13:06:30,-1.107421875,7.345703125,2.6640625
